X Y Z TIME
 0.40369654E+04  0.18350933E+06  0.85602897E+00  0.67397027E+07 
 0.40360742E+04  0.18361134E+06  0.86275797E+00  0.68394310E+07 
 0.40352534E+04  0.18371348E+06  0.86827242E+00  0.69332516E+07 
 0.40344940E+04  0.18381575E+06  0.87279437E+00  0.70218318E+07 
 0.40337882E+04  0.18391816E+06  0.87649751E+00  0.71057317E+07 
 0.40331297E+04  0.18402069E+06  0.87951940E+00  0.71854264E+07 
 0.40253123E+04  0.18412107E+06  0.80298931E+00  0.72536734E+07 
 0.40169587E+04  0.18422143E+06  0.71756287E+00  0.73260102E+07 
 0.40079954E+04  0.18432177E+06  0.62154331E+00  0.74029592E+07 
 0.39983332E+04  0.18442209E+06  0.51276752E+00  0.74851502E+07 
 0.39932041E+04  0.18442936E+06  0.10051277E+03  0.74920646E+07 
 0.39242975E+04  0.18450195E+06  0.10051277E+03  0.80288979E+07 
 0.38512801E+04  0.18457801E+06  0.95512769E+02  0.86530518E+07 
 0.37815101E+04  0.18465129E+06  0.10051277E+03  0.92815091E+07 
 0.37111754E+04  0.18472385E+06  0.95512769E+02  0.99951352E+07 
 0.36384181E+04  0.18479892E+06  0.95512769E+02  0.10800385E+08 
 0.35662543E+04  0.18487287E+06  0.95512769E+02  0.11695107E+08 
 0.34954411E+04  0.18494517E+06  0.10051277E+03  0.12681454E+08 
 0.34324430E+04  0.18505072E+06  0.94944195E+02  0.13594668E+08 
 0.34168879E+04  0.18515072E+06  0.93508465E+02  0.13637181E+08 
 0.34010122E+04  0.18525072E+06  0.91537724E+02  0.13681441E+08 
 0.33847953E+04  0.18535072E+06  0.88798833E+02  0.13727599E+08 
 0.33682145E+04  0.18545072E+06  0.84940951E+02  0.13775823E+08 
 0.33512441E+04  0.18555072E+06  0.79427171E+02  0.13826309E+08 
 0.33338555E+04  0.18565072E+06  0.71420710E+02  0.13879278E+08 
 0.33125614E+04  0.18576963E+06  0.56420710E+02  0.13946027E+08 
 0.32946084E+04  0.18586678E+06  0.36420710E+02  0.14004057E+08 
 0.32747672E+04  0.18597092E+06  0.14207092E+01  0.14070132E+08 
 0.32596420E+04  0.18604598E+06  0.68626144E+02  0.14118085E+08 
 0.48907375E+04  0.18174829E+06  0.10001000E+03  0.00000000E+00 
 0.48084601E+04  0.18181154E+06  0.96206426E+02  0.25112244E+06 
 0.48032373E+04  0.18181797E+06 -0.37935755E+01  0.29041404E+06 
 0.47229990E+04  0.18190289E+06 -0.37935755E+01  0.90083767E+06 
 0.46080758E+04  0.18196322E+06 -0.12064245E+01  0.18189527E+07 
 0.45002978E+04  0.18198703E+06 -0.37935755E+01  0.27321085E+07 
 0.43981088E+04  0.18199655E+06 -0.12064245E+01  0.36502235E+07 
 0.42897662E+04  0.18205031E+06  0.97672331E+00  0.46011995E+07 
 0.42656132E+04  0.18215059E+06  0.92242849E+00  0.46790534E+07 
 0.42426856E+04  0.18225085E+06  0.86413366E+00  0.47597406E+07 
 0.42209641E+04  0.18235110E+06  0.80138023E+00  0.48434754E+07 
 0.42004289E+04  0.18245134E+06  0.73363677E+00  0.49304975E+07 
 0.41810599E+04  0.18255157E+06  0.66028391E+00  0.50210759E+07 
 0.41628365E+04  0.18265180E+06  0.58059541E+00  0.51155141E+07 
 0.41457375E+04  0.18275201E+06  0.49371409E+00  0.52141561E+07 
 0.41297412E+04  0.18285221E+06  0.39862086E+00  0.53173942E+07 
 0.41148254E+04  0.18295241E+06  0.29409469E+00  0.54256782E+07 
 0.41059558E+04  0.18305316E+06  0.37996950E+01  0.55563634E+07 
 0.41026535E+04  0.18315459E+06  0.38385471E+01  0.56955647E+07 
 0.40997082E+04  0.18325615E+06  0.38722467E+01  0.58234586E+07 
 0.40970574E+04  0.18335784E+06  0.39018524E+01  0.59417561E+07 
 0.40946529E+04  0.18345966E+06  0.39281444E+01  0.60518069E+07 
 0.40924573E+04  0.18356161E+06  0.39517114E+01  0.61546947E+07 
 0.40904406E+04  0.18366368E+06  0.39730067E+01  0.62513026E+07 
 0.40885787E+04  0.18376589E+06  0.39923851E+01  0.63423600E+07 
 0.40868519E+04  0.18386823E+06  0.40101287E+01  0.64284761E+07 
 0.40852439E+04  0.18397070E+06  0.40264651E+01  0.65101650E+07 
 0.40808347E+04  0.18407220E+06  0.22190380E+01  0.65831705E+07 
 0.40731787E+04  0.18417257E+06  0.21758808E+01  0.66534564E+07 
 0.40649809E+04  0.18427292E+06  0.21264651E+01  0.67280882E+07 
 0.40561645E+04  0.18437325E+06  0.20694409E+01  0.68076403E+07 
 0.40466354E+04  0.18447355E+06  0.20030515E+01  0.68928087E+07 
 0.40362773E+04  0.18457384E+06  0.19249705E+01  0.69844486E+07 
 0.40249588E+04  0.18467397E+06 -0.32656682E+01  0.70834924E+07 
 0.40124949E+04  0.18477397E+06 -0.34885357E+01  0.71912728E+07 
 0.39986249E+04  0.18487397E+06 -0.37530281E+01  0.73096683E+07 
 0.38986249E+04  0.18495173E+06 -0.36624820E+01  0.74476788E+07 
 0.38026772E+04  0.18502309E+06 -0.36624820E+01  0.75950845E+07 
 0.37760802E+04  0.18514090E+06  0.13372709E+01  0.76448542E+07 
 0.37450812E+04  0.18527469E+06  0.13370427E+01  0.77043516E+07 
 0.37136257E+04  0.18540663E+06  0.13368394E+01  0.77664308E+07 
 0.36816659E+04  0.18553675E+06  0.13366684E+01  0.78313667E+07 
 0.36491475E+04  0.18566507E+06  0.13365397E+01  0.78994808E+07 
 0.36160083E+04  0.18579161E+06  0.13364656E+01  0.79711513E+07 
 0.35821760E+04  0.18591640E+06  0.13364628E+01  0.80468279E+07 
 0.35475663E+04  0.18603947E+06  0.13365531E+01  0.81270513E+07 
 0.35397232E+04  0.18607534E+06  0.96336555E+02  0.81463276E+07 
 0.42127515E+04  0.18204746E+06  0.10001000E+03  0.00000000E+00 
 0.41954718E+04  0.18214064E+06  0.64699283E+02  0.42408926E+05 
 0.41782391E+04  0.18224350E+06 -0.30899239E+00  0.12494422E+06 
 0.41623664E+04  0.18234350E+06 -0.31778332E+00  0.20823165E+06 
 0.41473547E+04  0.18244350E+06 -0.32714246E+00  0.29477919E+06 
 0.41331896E+04  0.18254350E+06 -0.33712897E+00  0.38485246E+06 
 0.41198564E+04  0.18264350E+06 -0.34781072E+00  0.47875098E+06 
 0.41073400E+04  0.18274350E+06 -0.35926590E+00  0.57681409E+06 
 0.40956251E+04  0.18284350E+06 -0.37158515E+00  0.67942841E+06 
 0.40846956E+04  0.18294350E+06 -0.38487414E+00  0.78703701E+06 
 0.40745354E+04  0.18304350E+06 -0.39925684E+00  0.90015100E+06 
 0.40721822E+04  0.18314350E+06 -0.37196643E+00  0.10386992E+07 
 0.40700849E+04  0.18324350E+06 -0.34900041E+00  0.11658904E+07 
 0.40681984E+04  0.18334350E+06 -0.32941257E+00  0.12834459E+07 
 0.40664883E+04  0.18344350E+06 -0.31251355E+00  0.13927234E+07 
 0.40649276E+04  0.18354350E+06 -0.29778930E+00  0.14948122E+07 
 0.40634949E+04  0.18364350E+06 -0.28484871E+00  0.15906000E+07 
 0.40621730E+04  0.18374350E+06 -0.27338898E+00  0.16808195E+07 
 0.40609475E+04  0.18384350E+06 -0.26317202E+00  0.17660828E+07 
 0.40598069E+04  0.18394350E+06 -0.25400808E+00  0.18469060E+07 
 0.40587415E+04  0.18404350E+06 -0.24574409E+00  0.19237287E+07 
 0.40510615E+04  0.18414350E+06 -0.28693418E+00  0.19925916E+07 
 0.40428478E+04  0.18424350E+06 -0.33403312E+00  0.20656375E+07 
 0.40340264E+04  0.18434350E+06 -0.38829318E+00  0.21434075E+07 
 0.40245069E+04  0.18444350E+06 -0.45133587E+00  0.22265553E+07 
 0.40141780E+04  0.18454350E+06 -0.52529652E+00  0.23158800E+07 
 0.40029003E+04  0.18464350E+06 -0.61304211E+00  0.24123735E+07 
 0.39487879E+04  0.18474350E+06 -0.16697758E+01  0.25284332E+07 
 0.38509370E+04  0.18484215E+06 -0.20544740E+01  0.26706813E+07 
 0.37601435E+04  0.18492962E+06 -0.20544740E+01  0.28179792E+07 
 0.36790297E+04  0.18500419E+06 -0.20544740E+01  0.29652771E+07 
 0.36554539E+04  0.18512184E+06  0.29466676E+01  0.30146101E+07 
 0.36278885E+04  0.18525590E+06  0.29479055E+01  0.30737632E+07 
 0.35999218E+04  0.18538810E+06  0.29492534E+01  0.31354624E+07 
 0.35715122E+04  0.18551847E+06  0.29507277E+01  0.31999771E+07 
 0.35426120E+04  0.18564704E+06  0.29523488E+01  0.32676216E+07 
 0.35131669E+04  0.18577384E+06  0.29541412E+01  0.33387654E+07 
 0.34831138E+04  0.18589888E+06  0.29561361E+01  0.34138471E+07 
 0.34523795E+04  0.18602219E+06  0.29583726E+01  0.34933931E+07 
 0.34436141E+04  0.18606132E+06  0.97958374E+02  0.35145267E+07 
 0.48420396E+04  0.18255458E+06  0.10001000E+03  0.00000000E+00 
 0.47748073E+04  0.18263121E+06  0.94648656E+02  0.35338543E+05 
 0.47280902E+04  0.18268859E+06 -0.33322601E+01  0.90855305E+05 
 0.46505690E+04  0.18278859E+06 -0.34889446E+01  0.19091968E+06 
 0.45781144E+04  0.18288859E+06 -0.36608711E+01  0.29572743E+06 
 0.45106238E+04  0.18298859E+06 -0.38503648E+01  0.40575072E+06 
 0.44712714E+04  0.18308859E+06 -0.23776836E+00  0.53402317E+06 
 0.44576627E+04  0.18318859E+06 -0.21153576E+00  0.66720870E+06 
 0.44454812E+04  0.18328859E+06 -0.18923716E+00  0.78986622E+06 
 0.44344841E+04  0.18338859E+06 -0.17004427E+00  0.90353875E+06 
 0.44244837E+04  0.18348859E+06 -0.15334632E+00  0.10094531E+07 
 0.44153321E+04  0.18358859E+06 -0.13868305E+00  0.11086010E+07 
 0.44069108E+04  0.18368859E+06 -0.12570102E+00  0.12017951E+07 
 0.43991236E+04  0.18378859E+06 -0.11412428E+00  0.12897102E+07 
 0.43918915E+04  0.18388859E+06 -0.10373428E+00  0.13729123E+07 
 0.43851487E+04  0.18398859E+06 -0.94355625E-01  0.14518812E+07 
 0.43794638E+04  0.18408859E+06 -0.19769111E+01  0.15237536E+07 
 0.43742538E+04  0.18418859E+06 -0.20680146E+01  0.15944418E+07 
 0.43686714E+04  0.18428859E+06 -0.21699269E+01  0.16695449E+07 
 0.43626636E+04  0.18438859E+06 -0.22847768E+01  0.17496512E+07 
 0.43561650E+04  0.18448859E+06 -0.24153015E+01  0.18354751E+07 
 0.43490947E+04  0.18458859E+06 -0.25650823E+01  0.19278959E+07 
 0.43413504E+04  0.18468859E+06 -0.27389008E+01  0.20280127E+07 
 0.43328004E+04  0.18478859E+06 -0.29432924E+01  0.21372243E+07 
 0.43232717E+04  0.18488859E+06 -0.31874389E+01  0.22573492E+07 
 0.43125306E+04  0.18498859E+06 -0.34846722E+01  0.23908127E+07 
 0.43041282E+04  0.18508859E+06  0.12005321E+01  0.24827545E+07 
 0.42987913E+04  0.18519189E+06  0.46200533E+02  0.25241882E+07 
 0.42934667E+04  0.18529062E+06  0.71200533E+02  0.25656190E+07 
 0.42875657E+04  0.18539538E+06  0.86200533E+02  0.26116402E+07 
 0.42816654E+04  0.18549538E+06  0.93689630E+02  0.26577667E+07 
 0.42754551E+04  0.18559538E+06  0.97226533E+02  0.27064462E+07 
 0.42688994E+04  0.18569538E+06  0.98810729E+02  0.27579781E+07 
 0.42619564E+04  0.18579538E+06  0.99478222E+02  0.28127174E+07 
 0.42545759E+04  0.18589538E+06  0.99740100E+02  0.28710900E+07 
 0.42466974E+04  0.18599538E+06  0.99834527E+02  0.29336127E+07 
 0.48024057E+04  0.18305346E+06  0.10001000E+03  0.00000000E+00 
 0.47024057E+04  0.18311633E+06  0.10010740E+03  0.11960927E+06 
 0.46237368E+04  0.18321633E+06  0.10012087E+03  0.22665134E+06 
 0.45803389E+04  0.18331633E+06  0.10012269E+03  0.29242763E+06 
 0.45509893E+04  0.18341633E+06  0.10012330E+03  0.34000372E+06 
 0.45290890E+04  0.18351633E+06  0.10012358E+03  0.37729088E+06 
 0.45117632E+04  0.18361633E+06  0.10012373E+03  0.40795510E+06 
 0.44975128E+04  0.18371633E+06  0.10012382E+03  0.43399706E+06 
 0.44854619E+04  0.18381633E+06  0.10012388E+03  0.45662900E+06 
 0.44750565E+04  0.18391633E+06  0.10012393E+03  0.47664121E+06 
 0.44659251E+04  0.18401633E+06  0.10012396E+03  0.49457763E+06 
 0.44148935E+04  0.18406505E+06  0.28415324E+02  0.65839934E+06 
 0.44099774E+04  0.18416640E+06 -0.16634313E+01  0.72910443E+06 
 0.44047837E+04  0.18426640E+06 -0.17516605E+01  0.80318095E+06 
 0.43991999E+04  0.18436640E+06 -0.18512300E+01  0.88212038E+06 
 0.43931671E+04  0.18446640E+06 -0.19645360E+01  0.96660626E+06 
 0.43866125E+04  0.18456640E+06 -0.20947084E+01  0.10574772E+07 
 0.43794444E+04  0.18466640E+06 -0.22459167E+01  0.11557777E+07 
 0.43715453E+04  0.18476640E+06 -0.24238424E+01  0.12628313E+07 
 0.43627618E+04  0.18486640E+06 -0.26364373E+01  0.13803504E+07 
 0.43528877E+04  0.18496640E+06 -0.28951894E+01  0.15106045E+07 
 0.43449561E+04  0.18506640E+06  0.16835643E+01  0.16004614E+07 
 0.43394876E+04  0.18517139E+06  0.46683565E+02  0.16421660E+07 
 0.43340032E+04  0.18527223E+06  0.71683565E+02  0.16840864E+07 
 0.43278629E+04  0.18538023E+06  0.86683566E+02  0.17311287E+07 
 0.43219043E+04  0.18548023E+06  0.93862281E+02  0.17768917E+07 
 0.43156352E+04  0.18558023E+06  0.97277826E+02  0.18251667E+07 
 0.43090204E+04  0.18568023E+06  0.98820728E+02  0.18762453E+07 
 0.43020185E+04  0.18578023E+06  0.99477260E+02  0.19304735E+07 
 0.42945798E+04  0.18588023E+06  0.99737833E+02  0.19882652E+07 
 0.42866445E+04  0.18598023E+06  0.99833091E+02  0.20501220E+07 
 0.40029996E+04  0.18368846E+06  0.10001000E+03  0.00000000E+00 
 0.40029158E+04  0.18378846E+06  0.10003597E+03  0.23489286E+05 
 0.40028439E+04  0.18388846E+06  0.10005377E+03  0.44168758E+05 
 0.40027810E+04  0.18398846E+06  0.10006653E+03  0.62639248E+05 
 0.39281037E+04  0.18410278E+06  0.10283776E+03  0.18570786E+06 
 0.40158677E+04  0.20023991E+06  0.10001000E+03  0.00000000E+00 
 0.45911136E+04  0.20062485E+06  0.10001000E+03  0.00000000E+00 
 0.45218924E+04  0.20064907E+06  0.28238346E+02  0.55311862E+05 
 0.44206078E+04  0.20066379E+06 -0.17360928E+01  0.11822336E+06 
 0.43206078E+04  0.20067741E+06 -0.17121280E+01  0.17888208E+06 
 0.42206078E+04  0.20069019E+06 -0.16896548E+01  0.23815697E+06 
 0.41206078E+04  0.20070219E+06 -0.16685767E+01  0.29610976E+06 
 0.40206078E+04  0.20071349E+06 -0.16488053E+01  0.35279814E+06 
 0.39704821E+04  0.20071895E+06  0.85931651E+02  0.38087016E+06 
 0.44174860E+04  0.20146792E+06  0.10001000E+03  0.00000000E+00 
 0.43740710E+04  0.20152681E+06  0.27040101E+02  0.64910384E+05 
 0.43456392E+04  0.20162576E+06 -0.30811481E+01  0.13833756E+06 
 0.43086791E+04  0.20175528E+06 -0.19188520E+01  0.24914018E+06 
 0.42778953E+04  0.20186406E+06 -0.30811481E+01  0.35973735E+06 
 0.42445907E+04  0.20198289E+06 -0.30811481E+01  0.50733720E+06 
 0.42374693E+04  0.20200895E+06  0.96918853E+02  0.54454869E+06 
 0.44153946E+04  0.20168135E+06  0.10001000E+03  0.00000000E+00 
 0.43790622E+04  0.20173900E+06  0.22568807E+02  0.55250266E+05 
 0.43364570E+04  0.20185084E+06 -0.25688063E+01  0.16638000E+06 
 0.43010455E+04  0.20194457E+06 -0.24311938E+01  0.27709121E+06 
 0.42715359E+04  0.20202373E+06  0.52568807E+02  0.38797805E+06 
 0.45344498E+04  0.24402688E+06  0.10001000E+03  0.00000000E+00 
 0.44811441E+04  0.24404243E+06  0.14531586E+02  0.20022607E+05 
 0.44163020E+04  0.24411885E+06 -0.46841373E+00  0.28034165E+06 
 0.43451385E+04  0.24419731E+06 -0.45315863E+01  0.57259298E+06 
 0.42679373E+04  0.24427632E+06 -0.45315863E+01  0.89777621E+06 
 0.41927701E+04  0.24434743E+06 -0.45315863E+01  0.12229594E+07 
 0.41122797E+04  0.24441757E+06 -0.46841373E+00  0.15810746E+07 
 0.40272265E+04  0.24448528E+06 -0.46841373E+00  0.19712944E+07 
 0.39839081E+04  0.24450793E+06  0.90468415E+02  0.21130832E+07 
 0.43175395E+04  0.24412537E+06  0.10001000E+03  0.00000000E+00 
 0.42646503E+04  0.24414010E+06  0.14486308E+02  0.19892095E+05 
 0.41970415E+04  0.24421669E+06 -0.44863081E+01  0.31232293E+06 
 0.41237426E+04  0.24429376E+06 -0.44863081E+01  0.63750384E+06 
 0.40452549E+04  0.24436976E+06 -0.51369201E+00  0.99560720E+06 
 0.39815570E+04  0.24441482E+06  0.64486309E+02  0.12341949E+07 
 0.43282342E+04  0.25184558E+06  0.10001000E+03  0.00000000E+00 
 0.42282342E+04  0.25186446E+06  0.10007475E+03  0.27236288E+04 
 0.41282342E+04  0.25188214E+06  0.10013213E+03  0.55126397E+04 
 0.40282342E+04  0.25189866E+06  0.10018283E+03  0.83702491E+04 
 0.40737491E+04  0.25184598E+06  0.10001000E+03  0.00000000E+00 
 0.39737491E+04  0.25186600E+06  0.10007870E+03  0.28964249E+04 
 0.45561461E+04  0.27214753E+06  0.10001000E+03  0.00000000E+00 
 0.45586741E+04  0.27221418E+06  0.20975898E+02  0.25909497E+05 
 0.45539340E+04  0.27231568E+06  0.84480028E+00  0.62595866E+05 
 0.45487847E+04  0.27241609E+06  0.68453926E+00  0.10284684E+06 
 0.45430725E+04  0.27251645E+06  0.48399950E+00  0.14799392E+06 
 0.45366490E+04  0.27261676E+06  0.22556767E+00  0.19939799E+06 
 0.45292965E+04  0.27271703E+06 -0.12043871E+00  0.25907991E+06 
 0.45166891E+04  0.27285762E+06 -0.47060626E+01  0.36360801E+06 
 0.45042039E+04  0.27296384E+06 -0.29393743E+00  0.47006622E+06 
 0.44960758E+04  0.27306860E+06  0.41550695E+00  0.55378140E+06 
 0.44960320E+04  0.27315315E+06  0.70415508E+02  0.57594545E+06 
 0.44959757E+04  0.27326068E+06  0.95415508E+02  0.60442437E+06 
 0.44959228E+04  0.27336068E+06  0.99653080E+02  0.63119485E+06 
 0.44958692E+04  0.27346068E+06  0.10004319E+03  0.65828780E+06 
 0.45901086E+04  0.27265206E+06  0.10001000E+03  0.00000000E+00 
 0.45924149E+04  0.27269863E+06  0.10009999E+02  0.30362778E+05 
 0.45829393E+04  0.27279886E+06 -0.41663041E+00  0.99102146E+05 
 0.45686896E+04  0.27291973E+06 -0.45833697E+01  0.20488937E+06 
 0.45547596E+04  0.27305973E+06  0.53799287E+00  0.32428681E+06 
 0.45547732E+04  0.27314456E+06  0.70537994E+02  0.34650091E+06 
 0.45547907E+04  0.27325313E+06  0.95537994E+02  0.37522582E+06 
 0.45548071E+04  0.27335313E+06  0.99662570E+02  0.40197225E+06 
 0.45548236E+04  0.27345313E+06  0.10004386E+03  0.42904057E+06 
 0.49994579E+04  0.31735102E+06  0.10001000E+03  0.00000000E+00 
 0.49994954E+04  0.31725102E+06  0.10017299E+03  0.37071926E+04 
 0.49995303E+04  0.31715102E+06  0.10028974E+03  0.74056053E+04 
 0.49995626E+04  0.31705102E+06  0.10037344E+03  0.11095280E+05 
 0.49995927E+04  0.31695102E+06  0.10043350E+03  0.14776256E+05 
 0.48682471E+04  0.31798331E+06  0.10001000E+03  0.00000000E+00 
 0.48775301E+04  0.31788331E+06  0.10017527E+03  0.37636872E+04 
 0.48861386E+04  0.31778331E+06  0.10029299E+03  0.75183251E+04 
 0.48941231E+04  0.31768331E+06  0.10037693E+03  0.11263957E+05 
 0.49015303E+04  0.31758331E+06  0.10043683E+03  0.15000626E+05 
 0.49084031E+04  0.31748331E+06  0.10047961E+03  0.18728376E+05 
 0.49147813E+04  0.31738331E+06  0.10051019E+03  0.22447248E+05 
 0.49207014E+04  0.31728331E+06  0.10053207E+03  0.26157284E+05 
 0.49261975E+04  0.31718331E+06  0.10054774E+03  0.29858527E+05 
 0.49313008E+04  0.31708331E+06  0.10055897E+03  0.33551019E+05 
 0.49360402E+04  0.31698331E+06  0.10056702E+03  0.37234799E+05 
 0.44885145E+04  0.31884151E+06  0.10001000E+03  0.00000000E+00 
 0.45333517E+04  0.31874151E+06  0.10015651E+03  0.44732543E+04 
 0.45878471E+04  0.31864151E+06  0.10027901E+03  0.95412584E+04 
 0.46559230E+04  0.31854151E+06  0.10037862E+03  0.15386683E+05 
 0.47441229E+04  0.31844151E+06  0.10045659E+03  0.22291825E+05 
 0.48441229E+04  0.31835713E+06  0.10050601E+03  0.29343296E+05 
 0.49441229E+04  0.31829416E+06  0.10053376E+03  0.35701106E+05 
 0.50441229E+04  0.31824580E+06  0.10055031E+03  0.41489567E+05 
 0.44142933E+04  0.31838773E+06  0.10001000E+03  0.00000000E+00 
 0.45007550E+04  0.31828773E+06  0.10029762E+03  0.95785356E+04 
 0.46007550E+04  0.31821110E+06  0.10044162E+03  0.19180395E+05 
 0.47007550E+04  0.31815968E+06  0.10050557E+03  0.27539702E+05 
 0.48007550E+04  0.31812334E+06  0.10053748E+03  0.34941432E+05 
 0.49007550E+04  0.31809662E+06  0.10055485E+03  0.41582551E+05 
 0.50007550E+04  0.31807633E+06  0.10056495E+03  0.47604891E+05 
 0.49409800E+04  0.34776151E+06  0.10001000E+03  0.00000000E+00 
 0.48409800E+04  0.34775718E+06  0.10084077E+03  0.49562636E+05 
 0.47409800E+04  0.34775529E+06  0.10101012E+03  0.71081863E+05 
 0.41537200E+04  0.34714182E+06  0.10001000E+03  0.00000000E+00 
 0.40537200E+04  0.34714134E+06  0.10009836E+03  0.45219597E+04 
 0.39537200E+04  0.34714090E+06  0.10017293E+03  0.85790737E+04 
 0.38547811E+04  0.34710367E+06  0.95172933E+02  0.20732282E+06 
 0.37612988E+04  0.34706569E+06  0.95172933E+02  0.40687650E+06 
 0.36631834E+04  0.34702244E+06  0.95172933E+02  0.63968912E+06 
 0.35632411E+04  0.34696400E+06  0.95172933E+02  0.83920841E+06 
 0.34768538E+04  0.34689683E+06  0.95172933E+02  0.97217542E+06 
 0.33943299E+04  0.34682237E+06  0.10017293E+03  0.11076584E+07 
 0.33130173E+04  0.34673615E+06  0.95172933E+02  0.13045929E+07 
 0.32420997E+04  0.34664449E+06  0.95172933E+02  0.15040435E+07 
 0.31864062E+04  0.34655625E+06  0.95172933E+02  0.17034940E+07 
 0.31393177E+04  0.34646315E+06  0.10017293E+03  0.19054605E+07 
 0.30985953E+04  0.34636288E+06  0.95172933E+02  0.21688785E+07 
 0.30666622E+04  0.34625982E+06  0.95172933E+02  0.24348125E+07 
 0.30435251E+04  0.34616184E+06  0.95172933E+02  0.27007465E+07 
 0.30259183E+04  0.34606149E+06  0.10017293E+03  0.29691966E+07 
 0.48030730E+04  0.34870982E+06  0.10001000E+03  0.00000000E+00 
 0.47012069E+04  0.34868472E+06  0.95010000E+02  0.40539411E+06 
 0.45916179E+04  0.34866371E+06  0.95010000E+02  0.76621648E+06 
 0.44783551E+04  0.34864639E+06  0.95010000E+02  0.10819360E+07 
 0.43662019E+04  0.34863227E+06  0.95010000E+02  0.13525528E+07 
 0.42606029E+04  0.34862101E+06  0.95010000E+02  0.15780668E+07 
 0.41425823E+04  0.34861018E+06  0.95010000E+02  0.18035808E+07 
 0.40382460E+04  0.34860181E+06  0.95010000E+02  0.19839920E+07 
 0.39250980E+04  0.34858252E+06  0.95010000E+02  0.22227847E+07 
 0.38168599E+04  0.34855338E+06  0.95010000E+02  0.25199589E+07 
 0.37168028E+04  0.34852583E+06  0.95010000E+02  0.28171331E+07 
 0.36203035E+04  0.34849753E+06  0.10001000E+03  0.31160771E+07 
 0.35184586E+04  0.34846928E+06  0.95010000E+02  0.34857751E+07 
 0.34225132E+04  0.34844085E+06  0.95010000E+02  0.38572429E+07 
 0.33191537E+04  0.34840927E+06  0.95010000E+02  0.43030043E+07 
 0.32130031E+04  0.34837567E+06  0.95010000E+02  0.48230592E+07 
 0.31082850E+04  0.34834114E+06  0.95010000E+02  0.54174076E+07 
 0.30085698E+04  0.34830669E+06  0.95010000E+02  0.60860496E+07 
 0.41808959E+04  0.34895536E+06  0.10001000E+03  0.00000000E+00 
 0.40806879E+04  0.34893654E+06  0.95010000E+02  0.17988013E+06 
 0.39697405E+04  0.34891043E+06  0.95010000E+02  0.38948207E+06 
 0.38581281E+04  0.34886322E+06  0.95010000E+02  0.68665630E+06 
 0.37549518E+04  0.34881862E+06  0.95010000E+02  0.98383053E+06 
 0.36595739E+04  0.34877647E+06  0.95010000E+02  0.12810048E+07 
 0.35677040E+04  0.34873388E+06  0.10001000E+03  0.15799487E+07 
 0.34705055E+04  0.34868993E+06  0.95010000E+02  0.19496468E+07 
 0.33790470E+04  0.34864641E+06  0.95010000E+02  0.23211146E+07 
 0.32805212E+04  0.34859809E+06  0.95010000E+02  0.27668759E+07 
 0.31914242E+04  0.34855132E+06  0.10001000E+03  0.32144069E+07 
 0.31020067E+04  0.34850419E+06  0.10001000E+03  0.37344618E+07 
 0.30137959E+04  0.34845574E+06  0.10001000E+03  0.43288103E+07 
 0.46512537E+04  0.36325213E+06  0.10001000E+03  0.00000000E+00 
 0.45732102E+04  0.36318627E+06  0.95010000E+02  0.87139818E+06 
 0.44880347E+04  0.36312752E+06  0.95010000E+02  0.18165163E+07 
 0.43967061E+04  0.36307700E+06  0.95010000E+02  0.28343359E+07 
 0.43049238E+04  0.36303652E+06  0.10001000E+03  0.38531740E+07 
 0.42088338E+04  0.36300337E+06  0.95010000E+02  0.49426764E+07 
 0.41597675E+04  0.36320325E+06  0.10001000E+03  0.00000000E+00 
 0.40771724E+04  0.36314186E+06  0.95010000E+02  0.94409957E+06 
 0.39943469E+04  0.36304464E+06  0.99328762E+02  0.18420234E+07 
 0.39527728E+04  0.36302251E+06  0.93287611E+01  0.18771362E+07 
 0.39001489E+04  0.36289696E+06  0.71352147E+01  0.19399429E+07 
 0.38978951E+04  0.36279696E+06  0.12810009E+02  0.19608070E+07 
 0.38955302E+04  0.36269696E+06  0.18411013E+02  0.19827639E+07 
 0.38930424E+04  0.36259696E+06  0.23935228E+02  0.20059344E+07 
 0.38904178E+04  0.36249696E+06  0.29379356E+02  0.20304606E+07 
 0.38876398E+04  0.36239696E+06  0.34739743E+02  0.20565109E+07 
 0.38846887E+04  0.36229696E+06  0.40012324E+02  0.20842874E+07 
 0.38815407E+04  0.36219696E+06  0.45192538E+02  0.21140352E+07 
 0.38781667E+04  0.36209696E+06  0.50275229E+02  0.21460556E+07 
 0.38745303E+04  0.36199696E+06  0.55254515E+02  0.21807247E+07 
 0.42745881E+04  0.36742650E+06  0.10001000E+03  0.00000000E+00 
 0.43745881E+04  0.36744060E+06  0.10005375E+03  0.18798212E+04 
 0.44745882E+04  0.36745514E+06  0.10009749E+03  0.38741594E+04 
 0.45745882E+04  0.36747016E+06  0.10014121E+03  0.59978762E+04 
 0.46745882E+04  0.36748569E+06  0.10018492E+03  0.82689278E+04 
 0.47745882E+04  0.36750181E+06  0.10022860E+03  0.10709289E+05 
 0.48745882E+04  0.36751858E+06  0.10027226E+03  0.13346248E+05 
 0.49745882E+04  0.36753609E+06  0.10031590E+03  0.16214274E+05 
 0.46292692E+04  0.36790167E+06  0.10001000E+03  0.00000000E+00 
 0.47292692E+04  0.36790262E+06  0.10006474E+03  0.23606050E+04 
