X Y Z TIME
 0.48292692E+04  0.36790361E+06  0.10011945E+03  0.49046798E+04 
 0.49292692E+04  0.36790463E+06  0.10017414E+03  0.76631607E+04 
 0.50292692E+04  0.36790571E+06  0.10022879E+03  0.10675533E+05 
 0.41304273E+04  0.36824784E+06  0.10001000E+03  0.00000000E+00 
 0.42304273E+04  0.36829070E+06  0.10052223E+03  0.65640160E+04 
 0.43304273E+04  0.36834271E+06  0.10055892E+03  0.14011500E+05 
 0.44304273E+04  0.36840756E+06  0.10056415E+03  0.22617668E+05 
 0.45304273E+04  0.36849148E+06  0.10056414E+03  0.32810381E+05 
 0.46188332E+04  0.36859148E+06  0.10056252E+03  0.43781451E+05 
 0.46838025E+04  0.36869148E+06  0.10056323E+03  0.53663099E+05 
 0.47330361E+04  0.36879148E+06  0.10056556E+03  0.62652242E+05 
 0.47712938E+04  0.36889148E+06  0.10056762E+03  0.70896806E+05 
 0.48016511E+04  0.36899148E+06  0.10056860E+03  0.78510748E+05 
 0.48869907E+04  0.36809217E+06  0.10001000E+03  0.00000000E+00 
 0.41481516E+04  0.44516220E+06  0.10001000E+03  0.00000000E+00 
 0.42481516E+04  0.44515757E+06  0.10056575E+03  0.88345756E+04 
 0.43481516E+04  0.44515334E+06  0.10056601E+03  0.17882632E+05 
 0.44481516E+04  0.44514948E+06  0.10056601E+03  0.27154744E+05 
 0.45481516E+04  0.44514597E+06  0.10056601E+03  0.36662288E+05 
 0.46481516E+04  0.44514278E+06  0.10056601E+03  0.46417533E+05 
 0.47481516E+04  0.44513989E+06  0.10056601E+03  0.56433731E+05 
 0.48481516E+04  0.44513728E+06  0.10056601E+03  0.66725228E+05 
 0.49481516E+04  0.44513493E+06  0.10056601E+03  0.77307587E+05 
 0.50481516E+04  0.44513283E+06  0.10056601E+03  0.88197726E+05 
 0.51481516E+04  0.44512320E+06  0.10078394E+03  0.91491873E+05 
 0.52481516E+04  0.44511303E+06  0.10101693E+03  0.95019047E+05 
 0.41420210E+04  0.44513511E+06  0.10001000E+03  0.00000000E+00 
 0.42420210E+04  0.44513337E+06  0.10056579E+03  0.88218154E+04 
 0.43420210E+04  0.44513178E+06  0.10056601E+03  0.17856488E+05 
 0.44420210E+04  0.44513033E+06  0.10056601E+03  0.27114545E+05 
 0.45420210E+04  0.44512901E+06  0.10056601E+03  0.36607312E+05 
 0.46420210E+04  0.44512781E+06  0.10056601E+03  0.46347001E+05 
 0.47420210E+04  0.44512673E+06  0.10056601E+03  0.56346800E+05 
 0.48420210E+04  0.44512574E+06  0.10056601E+03  0.66620986E+05 
 0.49420210E+04  0.44512486E+06  0.10056601E+03  0.77185040E+05 
 0.50420210E+04  0.44512407E+06  0.10056601E+03  0.88055796E+05 
 0.51420210E+04  0.44511460E+06  0.10078307E+03  0.91336656E+05 
 0.52420210E+04  0.44510460E+06  0.10101505E+03  0.94848600E+05 
 0.44553073E+04  0.46338581E+06  0.10001000E+03  0.00000000E+00 
 0.41267122E+04  0.46334952E+06  0.10001000E+03  0.00000000E+00 
 0.44640305E+04  0.47845230E+06  0.10001000E+03  0.00000000E+00 
 0.42152484E+04  0.47894749E+06  0.10001000E+03  0.00000000E+00 
 0.40283752E+04  0.52458719E+06  0.10001000E+03  0.00000000E+00 
 0.41283752E+04  0.52458678E+06  0.10007616E+03  0.10657795E+05 
 0.42283752E+04  0.52458637E+06  0.10014764E+03  0.21315554E+05 
 0.43283752E+04  0.52458596E+06  0.10022486E+03  0.31973278E+05 
 0.44283752E+04  0.52458555E+06  0.10030828E+03  0.42630967E+05 
 0.45283752E+04  0.52458514E+06  0.10039840E+03  0.53288620E+05 
 0.46283752E+04  0.52458472E+06  0.10049575E+03  0.63946238E+05 
 0.47283752E+04  0.52458431E+06  0.10060093E+03  0.74603820E+05 
 0.48283752E+04  0.52458390E+06  0.10071456E+03  0.85261367E+05 
 0.49283752E+04  0.52458349E+06  0.10083731E+03  0.95918879E+05 
 0.50283752E+04  0.52458307E+06  0.10096991E+03  0.10657636E+06 
 0.51283752E+04  0.52457874E+06  0.99064207E+02  0.13633578E+06 
 0.52283752E+04  0.52457349E+06  0.97486395E+02  0.17347707E+06 
 0.53283752E+04  0.52456846E+06  0.95891913E+02  0.21018788E+06 
 0.54283752E+04  0.52456364E+06  0.94280779E+02  0.24647808E+06 
 0.55283752E+04  0.52455901E+06  0.92653012E+02  0.28235719E+06 
 0.56283752E+04  0.52455457E+06  0.91008628E+02  0.31783444E+06 
 0.57283752E+04  0.52455030E+06  0.89347645E+02  0.35291872E+06 
 0.58283752E+04  0.52454620E+06  0.87670080E+02  0.38761863E+06 
 0.59283752E+04  0.52454227E+06  0.85975949E+02  0.42194252E+06 
 0.60283752E+04  0.52453848E+06  0.84265270E+02  0.45589844E+06 
 0.61283752E+04  0.52454354E+06  0.83306031E+02  0.49041429E+06 
 0.62283752E+04  0.52454856E+06  0.82329100E+02  0.52525179E+06 
 0.63283752E+04  0.52455353E+06  0.81333979E+02  0.56041698E+06 
 0.64283752E+04  0.52455845E+06  0.80320154E+02  0.59591609E+06 
 0.65283752E+04  0.52456333E+06  0.79287090E+02  0.63175552E+06 
 0.66283752E+04  0.52456815E+06  0.78234232E+02  0.66794187E+06 
 0.67283752E+04  0.52457292E+06  0.77161004E+02  0.70448190E+06 
 0.68283752E+04  0.52457765E+06  0.76066805E+02  0.74138260E+06 
 0.69283752E+04  0.52458233E+06  0.74951012E+02  0.77865117E+06 
 0.70283752E+04  0.52458695E+06  0.73812976E+02  0.81629501E+06 
 0.45648987E+04  0.52447126E+06  0.10001000E+03  0.00000000E+00 
 0.46648987E+04  0.52447074E+06  0.10007616E+03  0.10657605E+05 
 0.47648987E+04  0.52447021E+06  0.10014764E+03  0.21315174E+05 
 0.48648987E+04  0.52446969E+06  0.10022485E+03  0.31972708E+05 
 0.49648987E+04  0.52446916E+06  0.10030827E+03  0.42630207E+05 
 0.50648987E+04  0.52446908E+06  0.99212818E+02  0.59149000E+05 
 0.51648987E+04  0.52446715E+06  0.97626474E+02  0.96568813E+05 
 0.52648987E+04  0.52446529E+06  0.96023245E+02  0.13355171E+06 
 0.53648987E+04  0.52446352E+06  0.94403149E+02  0.17010777E+06 
 0.54648987E+04  0.52446181E+06  0.92766205E+02  0.20624674E+06 
 0.55648987E+04  0.52446018E+06  0.91112431E+02  0.24197803E+06 
 0.56648987E+04  0.52445861E+06  0.89441844E+02  0.27731073E+06 
 0.57648987E+04  0.52445710E+06  0.87754461E+02  0.31225364E+06 
 0.58648987E+04  0.52445565E+06  0.86050301E+02  0.34681527E+06 
 0.59648987E+04  0.52445426E+06  0.84329379E+02  0.38100384E+06 
 0.60648987E+04  0.52445692E+06  0.82982192E+02  0.41515748E+06 
 0.61648987E+04  0.52446354E+06  0.82008087E+02  0.44979011E+06 
 0.62648987E+04  0.52447010E+06  0.81015953E+02  0.48474659E+06 
 0.63648987E+04  0.52447659E+06  0.80005283E+02  0.52003301E+06 
 0.64648987E+04  0.52448302E+06  0.78975551E+02  0.55565566E+06 
 0.65648987E+04  0.52448938E+06  0.77926210E+02  0.59162103E+06 
 0.66648987E+04  0.52449568E+06  0.76856690E+02  0.62793575E+06 
 0.67648987E+04  0.52450192E+06  0.75766404E+02  0.66460669E+06 
 0.68648987E+04  0.52450809E+06  0.74654736E+02  0.70164091E+06 
 0.69648987E+04  0.52451420E+06  0.73521049E+02  0.73904567E+06 
 0.41997572E+04  0.52590892E+06  0.10001000E+03  0.00000000E+00 
 0.42732333E+04  0.52583809E+06  0.95010000E+02  0.10440992E+07 
 0.43566406E+04  0.52578271E+06  0.10001000E+03  0.22283335E+07 
 0.44498417E+04  0.52574343E+06  0.95010000E+02  0.35509743E+07 
 0.45480662E+04  0.52571739E+06  0.95010000E+02  0.49436828E+07 
 0.46488270E+04  0.52570107E+06  0.95010000E+02  0.63712089E+07 
 0.47496695E+04  0.52569116E+06  0.95010000E+02  0.77987350E+07 
 0.48505939E+04  0.52568514E+06  0.95010000E+02  0.92262612E+07 
 0.49516002E+04  0.52568149E+06  0.95010000E+02  0.10653787E+08 
 0.50004082E+04  0.52578027E+06  0.88675767E+02  0.11494334E+08 
 0.49998022E+04  0.52588027E+06  0.80787558E+02  0.11669506E+08 
 0.50022603E+04  0.52601477E+06  0.81304035E+02  0.12045650E+08 
 0.44984801E+04  0.52560039E+06  0.10001000E+03  0.00000000E+00 
 0.45942420E+04  0.52562899E+06  0.95010000E+02  0.13574586E+07 
 0.46926290E+04  0.52564680E+06  0.10001000E+03  0.27505991E+07 
 0.47934589E+04  0.52565834E+06  0.95010000E+02  0.41776931E+07 
 0.48944188E+04  0.52566521E+06  0.95010000E+02  0.56052193E+07 
 0.49954607E+04  0.52566938E+06  0.95010000E+02  0.70327454E+07 
 0.49999022E+04  0.52576953E+06  0.88794381E+02  0.72438886E+07 
 0.41503351E+04  0.54393167E+06  0.10001000E+03  0.00000000E+00 
 0.40787195E+04  0.54385996E+06  0.93462611E+02  0.78355418E+05 
 0.40519403E+04  0.54382276E+06  0.34626100E+01  0.10226959E+06 
 0.39807380E+04  0.54372213E+06 -0.16983144E+01  0.16995420E+06 
 0.39804743E+04  0.54372210E+06  0.10169832E+03  0.17013574E+06 
 0.47558435E+04  0.54362163E+06  0.10001000E+03  0.00000000E+00 
 0.46558435E+04  0.54358447E+06  0.95912649E+02  0.46610153E+05 
 0.45937525E+04  0.54355281E+06  0.20912647E+02  0.74036456E+05 
 0.44879454E+04  0.54349796E+06  0.79967510E+00  0.12368214E+06 
 0.43863801E+04  0.54344376E+06  0.66169962E+00  0.17652073E+06 
 0.42849848E+04  0.54338790E+06  0.48930368E+00  0.23562013E+06 
 0.41837590E+04  0.54333008E+06  0.26765289E+00  0.30268048E+06 
 0.40827026E+04  0.54326991E+06 -0.28053299E-01  0.38020449E+06 
 0.39827026E+04  0.54320742E+06 -0.41116903E+00  0.47117464E+06 
 0.39824501E+04  0.54320742E+06  0.10041117E+03  0.47134884E+06 
 0.49513674E+04  0.61025013E+06  0.10001000E+03  0.00000000E+00 
 0.48782810E+04  0.61027626E+06  0.36093452E+02  0.38484849E+05 
 0.47745956E+04  0.61031238E+06  0.10135543E+01  0.95814881E+05 
 0.46739687E+04  0.61034784E+06  0.92334311E+00  0.15502567E+06 
 0.45733822E+04  0.61038370E+06  0.82066905E+00  0.21823756E+06 
 0.44728361E+04  0.61042001E+06  0.70274056E+00  0.28603264E+06 
 0.43723304E+04  0.61045681E+06  0.56586339E+00  0.35913006E+06 
 0.42718651E+04  0.61049415E+06  0.40504337E+00  0.43843271E+06 
 0.41714401E+04  0.61053208E+06  0.21335918E+00  0.52509570E+06 
 0.40710555E+04  0.61057068E+06 -0.19067017E-01  0.62063001E+06 
 0.39722557E+04  0.61060942E+06 -0.11123391E+00  0.72535959E+06 
 0.39721469E+04  0.61060948E+06  0.10011124E+03  0.72559358E+06 
 0.44103130E+04  0.61013119E+06  0.10001000E+03  0.00000000E+00 
 0.43511133E+04  0.61016660E+06  0.25009999E+02  0.44847706E+05 
 0.42492849E+04  0.61022573E+06 -0.16863381E+00  0.12677304E+06 
 0.41492849E+04  0.61028477E+06 -0.32094304E+00  0.21489042E+06 
 0.40492849E+04  0.61034489E+06 -0.51042417E+00  0.31223831E+06 
 0.39994130E+04  0.61037533E+06  0.84489577E+02  0.36500447E+06 
 0.46327387E+04  0.61188565E+06  0.10001000E+03  0.00000000E+00 
 0.46068254E+04  0.61193102E+06  0.10009999E+02  0.44394210E+05 
 0.45150344E+04  0.61203178E+06 -0.42840781E+00  0.14972377E+06 
 0.44868409E+04  0.61213178E+06 -0.42602915E+00  0.19005842E+06 
 0.44592676E+04  0.61223178E+06 -0.42368404E+00  0.23012621E+06 
 0.44322968E+04  0.61233178E+06 -0.42137180E+00  0.26993065E+06 
 0.44059116E+04  0.61243178E+06 -0.41909181E+00  0.30947519E+06 
 0.43800955E+04  0.61253178E+06 -0.41684343E+00  0.34876319E+06 
 0.43548327E+04  0.61263178E+06 -0.41462605E+00  0.38779796E+06 
 0.43301079E+04  0.61273178E+06 -0.41243906E+00  0.42658275E+06 
 0.43059063E+04  0.61283178E+06 -0.41028190E+00  0.46512073E+06 
 0.42822136E+04  0.61293178E+06 -0.40815399E+00  0.50341503E+06 
 0.42590159E+04  0.61303178E+06 -0.40605478E+00  0.54146871E+06 
 0.42589599E+04  0.61303185E+06  0.10040606E+03  0.54173037E+06 
 0.43653390E+04  0.61165165E+06  0.10001000E+03  0.00000000E+00 
 0.43463581E+04  0.61170789E+06  0.15009999E+02  0.44174641E+05 
 0.42908651E+04  0.61180926E+06 -0.22587735E+00  0.11941107E+06 
 0.42304636E+04  0.61190926E+06 -0.47763934E+00  0.20477944E+06 
 0.41627478E+04  0.61200926E+06 -0.83152220E+00  0.30519465E+06 
 0.41397528E+04  0.61211030E+06  0.41810567E+01  0.34600465E+06 
 0.41170317E+04  0.61221242E+06  0.41935812E+01  0.38697540E+06 
 0.40948150E+04  0.61231455E+06  0.42060522E+01  0.42767654E+06 
 0.40730883E+04  0.61241670E+06  0.42184706E+01  0.46811166E+06 
 0.40518377E+04  0.61251886E+06  0.42308371E+01  0.50828423E+06 
 0.40310497E+04  0.61262104E+06  0.42431526E+01  0.54819767E+06 
 0.40107114E+04  0.61272323E+06  0.42554178E+01  0.58785536E+06 
 0.39908102E+04  0.61282543E+06  0.42676335E+01  0.62726057E+06 
 0.38899866E+04  0.61284794E+06 -0.71995299E+00  0.73964940E+06 
 0.37899866E+04  0.61286746E+06 -0.70726677E+00  0.85122578E+06 
 0.36899866E+04  0.61288451E+06 -0.69430221E+00  0.96290771E+06 
 0.35899866E+04  0.61289941E+06 -0.68105341E+00  0.10746954E+07 
 0.34899866E+04  0.61291243E+06 -0.66751439E+00  0.11865890E+07 
 0.33899866E+04  0.61292381E+06 -0.65367898E+00  0.12985888E+07 
 0.32899866E+04  0.61293374E+06 -0.63954093E+00  0.14106949E+07 
 0.31899866E+04  0.61294242E+06 -0.62509381E+00  0.15229075E+07 
 0.30899866E+04  0.61295000E+06 -0.61033107E+00  0.16352270E+07 
 0.29899866E+04  0.61295661E+06 -0.59524601E+00  0.17476533E+07 
 0.29997291E+04  0.61285756E+06  0.94047541E+01  0.23596140E+07 
 0.29997760E+04  0.61275844E+06 -0.44047541E+01  0.34305880E+07 
 0.30000521E+04  0.61265939E+06  0.94047541E+01  0.12640089E+08 
 0.42893162E+04  0.61228721E+06  0.10001000E+03  0.00000000E+00 
 0.42711729E+04  0.61238721E+06  0.96760848E+02  0.37754366E+05 
 0.42522976E+04  0.61246647E+06  0.36760847E+02  0.68970414E+05 
 0.42261358E+04  0.61257827E+06  0.17615900E+01  0.11277280E+06 
 0.42027607E+04  0.61268046E+06  0.17623049E+01  0.15253679E+06 
 0.41798894E+04  0.61278266E+06  0.17629918E+01  0.19204694E+06 
 0.41575078E+04  0.61288487E+06  0.17636513E+01  0.23130650E+06 
 0.41356024E+04  0.61298710E+06  0.17642840E+01  0.27031867E+06 
 0.41248196E+04  0.61303822E+06  0.87513633E+02  0.28975419E+06 
 0.44140285E+04  0.61295441E+06  0.10001000E+03  0.00000000E+00 
 0.47022066E+04  0.68238931E+06  0.10001000E+03  0.00000000E+00 
 0.48089446E+04  0.68247643E+06  0.10001000E+03  0.00000000E+00 
 0.44622450E+04  0.68367959E+06  0.10001000E+03  0.00000000E+00 
 0.44623033E+04  0.68359235E+06  0.49832135E+02  0.18066207E+06 
 0.44624550E+04  0.68350015E+06 -0.16786583E+00  0.62973961E+06 
 0.44626810E+04  0.68337683E+06 -0.48321342E+01  0.12925410E+07 
 0.44629117E+04  0.68326618E+06 -0.16786583E+00  0.19618954E+07 
 0.44632217E+04  0.68313832E+06 -0.16786583E+00  0.28499993E+07 
 0.44635362E+04  0.68302915E+06 -0.16786583E+00  0.37381031E+07 
 0.44623372E+04  0.68291272E+06 -0.16786583E+00  0.42898461E+07 
 0.44596297E+04  0.68278458E+06 -0.16786583E+00  0.45052281E+07 
 0.44569335E+04  0.68266618E+06 -0.16786583E+00  0.47206101E+07 
 0.44542485E+04  0.68255680E+06 -0.16786583E+00  0.49359921E+07 
 0.44515748E+04  0.68245574E+06 -0.16786583E+00  0.51513742E+07 
 0.44482058E+04  0.68233873E+06 -0.48321342E+01  0.54240539E+07 
 0.44449392E+04  0.68223546E+06 -0.16786583E+00  0.56898292E+07 
 0.44409911E+04  0.68212277E+06 -0.16786583E+00  0.60129022E+07 
 0.44370677E+04  0.68202269E+06 -0.16786583E+00  0.63359753E+07 
 0.44353295E+04  0.68192555E+06  0.30132206E+02  0.64672529E+07 
 0.44347652E+04  0.68184546E+06  0.90132207E+02  0.64978599E+07 
 0.44343916E+04  0.68172792E+06  0.10194034E+03  0.66868628E+07 
 0.44997410E+04  0.68380072E+06  0.10001000E+03  0.00000000E+00 
 0.44999108E+04  0.68370852E+06  0.59842284E+02  0.18573732E+06 
 0.45003404E+04  0.68360725E+06 -0.17765978E+00  0.63556318E+06 
 0.45009791E+04  0.68347201E+06 -0.48223403E+01  0.12983771E+07 
 0.45016312E+04  0.68335068E+06 -0.17765978E+00  0.19677165E+07 
 0.45022840E+04  0.68324398E+06 -0.48223403E+01  0.26305305E+07 
 0.45031699E+04  0.68311937E+06 -0.48223403E+01  0.35186327E+07 
 0.45040686E+04  0.68301297E+06 -0.48223403E+01  0.44067350E+07 
 0.45020895E+04  0.68288500E+06 -0.48223403E+01  0.47969918E+07 
 0.44992160E+04  0.68275897E+06 -0.48223403E+01  0.50123664E+07 
 0.44963545E+04  0.68264253E+06 -0.48223403E+01  0.52277410E+07 
 0.44935049E+04  0.68253495E+06 -0.48223403E+01  0.54431155E+07 
 0.44900049E+04  0.68241342E+06 -0.17765978E+00  0.57088961E+07 
 0.44864330E+04  0.68230046E+06 -0.48223403E+01  0.59815519E+07 
 0.44822253E+04  0.68218049E+06 -0.48223403E+01  0.63046138E+07 
 0.44780438E+04  0.68207395E+06 -0.48223403E+01  0.66276757E+07 
 0.44742511E+04  0.68194532E+06  0.14208496E+00  0.69109884E+07 
 0.44736924E+04  0.68187497E+06  0.80142086E+02  0.69373542E+07 
 0.44729532E+04  0.68173076E+06  0.10192728E+03  0.71367891E+07 
 0.47156423E+04  0.68472975E+06  0.10001000E+03  0.00000000E+00 
 0.47187477E+04  0.68462975E+06  0.96498739E+02  0.49445256E+06 
 0.47192295E+04  0.68462204E+06 -0.35012624E+01  0.56916368E+06 
 0.47255025E+04  0.68452204E+06 -0.36044173E+01  0.15404292E+07 
 0.47318543E+04  0.68442204E+06 -0.37134417E+01  0.25192770E+07 
 0.47382864E+04  0.68432204E+06 -0.38287484E+01  0.35058265E+07 
 0.47448006E+04  0.68422204E+06 -0.39507832E+01  0.45001999E+07 
 0.47514044E+04  0.68412195E+06  0.10611649E+01  0.55034150E+07 
 0.47580999E+04  0.68402177E+06  0.10746611E+01  0.65156193E+07 
 0.47624303E+04  0.68392168E+06 -0.41362906E+01  0.72061737E+07 
 0.47644343E+04  0.68382168E+06 -0.43903933E+01  0.75870962E+07 
 0.47665946E+04  0.68372168E+06 -0.46798327E+01  0.79951410E+07 
 0.47701165E+04  0.68357443E+06 -0.10633730E+00  0.86546546E+07 
 0.47736939E+04  0.68344286E+06 -0.48936628E+01  0.93173772E+07 
 0.47773472E+04  0.68332478E+06 -0.10633730E+00  0.99868259E+07 
 0.47810034E+04  0.68322098E+06 -0.48936628E+01  0.10649549E+08 
 0.47859655E+04  0.68309972E+06 -0.48936628E+01  0.11537663E+08 
 0.47910002E+04  0.68299619E+06 -0.48936628E+01  0.12425777E+08 
 0.47869186E+04  0.68286166E+06 -0.48936628E+01  0.12641207E+08 
 0.47828540E+04  0.68273738E+06 -0.48936628E+01  0.12856636E+08 
 0.47788064E+04  0.68262255E+06 -0.48936628E+01  0.13072066E+08 
 0.47747758E+04  0.68251646E+06 -0.48936628E+01  0.13287495E+08 
 0.47698269E+04  0.68239667E+06 -0.10633730E+00  0.13553238E+08 
 0.47647726E+04  0.68228524E+06 -0.48936628E+01  0.13826069E+08 
 0.47588208E+04  0.68216694E+06 -0.48936628E+01  0.14149213E+08 
 0.47529062E+04  0.68206190E+06 -0.48936628E+01  0.14472358E+08 
 0.47482724E+04  0.68194848E+06  0.48534078E+01  0.14705276E+08 
 0.47472444E+04  0.68188065E+06  0.79853409E+02  0.14730604E+08 
 0.47449424E+04  0.68173966E+06  0.99867481E+02  0.14787458E+08 
 0.47431312E+04  0.68163966E+06  0.99865284E+02  0.14832339E+08 
 0.47411261E+04  0.68153966E+06  0.99865114E+02  0.14882186E+08 
 0.47388799E+04  0.68143966E+06  0.99865089E+02  0.14938234E+08 
 0.47363249E+04  0.68133966E+06  0.99865085E+02  0.15002248E+08 
 0.47333605E+04  0.68123966E+06  0.99865089E+02  0.15076872E+08 
 0.47298265E+04  0.68113966E+06  0.99865111E+02  0.15166332E+08 
 0.47254440E+04  0.68103966E+06  0.99865255E+02  0.15278019E+08 
 0.47229141E+04  0.68093966E+06  0.99863964E+02  0.15364279E+08 
 0.47231788E+04  0.68083966E+06  0.99863136E+02  0.15400187E+08 
 0.47234423E+04  0.68073966E+06  0.99862605E+02  0.15435986E+08 
 0.47237046E+04  0.68063966E+06  0.99862264E+02  0.15471677E+08 
 0.47239657E+04  0.68053966E+06  0.99862045E+02  0.15507260E+08 
 0.47242257E+04  0.68043966E+06  0.99861904E+02  0.15542737E+08 
 0.47244844E+04  0.68033966E+06  0.99861813E+02  0.15578108E+08 
 0.47247419E+04  0.68023966E+06  0.99861754E+02  0.15613373E+08 
 0.47249983E+04  0.68013966E+06  0.99861716E+02  0.15648533E+08 
 0.47252535E+04  0.68003966E+06  0.99861692E+02  0.15683589E+08 
 0.40909903E+04  0.68425306E+06  0.10001000E+03  0.00000000E+00 
 0.40926994E+04  0.68415306E+06  0.96258481E+02  0.51330855E+06 
 0.40929474E+04  0.68414585E+06 -0.37415210E+01  0.58580713E+06 
 0.40964019E+04  0.68404585E+06 -0.38589437E+01  0.15942712E+07 
 0.40971407E+04  0.68394585E+06 -0.40116571E+01  0.22802015E+07 
 0.40950218E+04  0.68384585E+06 -0.42545346E+01  0.26551018E+07 
 0.40927403E+04  0.68374585E+06 -0.45306321E+01  0.30562439E+07 
 0.40889794E+04  0.68359676E+06 -0.17464144E+00  0.37119075E+07 
 0.40851365E+04  0.68346269E+06 -0.48253586E+01  0.43747175E+07 
 0.40812132E+04  0.68334240E+06 -0.17464144E+00  0.50440616E+07 
 0.40772856E+04  0.68323663E+06 -0.48253586E+01  0.57068716E+07 
 0.40719559E+04  0.68311309E+06 -0.48253586E+01  0.65949744E+07 
 0.40665482E+04  0.68300760E+06 -0.48253586E+01  0.74830771E+07 
 0.40643607E+04  0.68288015E+06 -0.48253586E+01  0.78733446E+07 
 0.40633160E+04  0.68275448E+06 -0.48253586E+01  0.80887215E+07 
 0.40622757E+04  0.68263838E+06 -0.48253586E+01  0.83040983E+07 
 0.40612397E+04  0.68253112E+06 -0.48253586E+01  0.85194752E+07 
 0.40599672E+04  0.68240994E+06 -0.17464144E+00  0.87852541E+07 
 0.40586686E+04  0.68229731E+06 -0.48253586E+01  0.90579173E+07 
 0.40571388E+04  0.68217770E+06 -0.48253586E+01  0.93809826E+07 
 0.40556187E+04  0.68207147E+06 -0.48253586E+01  0.97040479E+07 
 0.40545250E+04  0.68194306E+06  0.13900730E+00  0.99873897E+07 
 0.40547495E+04  0.68187285E+06  0.80139008E+02  0.10013754E+08 
 0.40559096E+04  0.68172885E+06  0.10193086E+03  0.10213089E+08 
 0.49871455E+04  0.68512603E+06  0.10001000E+03  0.00000000E+00 
 0.50871455E+04  0.68513619E+06  0.99617467E+02  0.20132538E+05 
 0.51871455E+04  0.68515767E+06  0.98822890E+02  0.60518250E+05 
 0.52871455E+04  0.68517983E+06  0.97977492E+02  0.10327252E+06 
 0.53871455E+04  0.68520272E+06  0.97074646E+02  0.14869057E+06 
 0.54871455E+04  0.68522644E+06  0.96106366E+02  0.19712645E+06 
 0.55871455E+04  0.68525105E+06  0.95062903E+02  0.24900992E+06 
 0.56871455E+04  0.68527667E+06  0.93932196E+02  0.30486955E+06 
 0.57871455E+04  0.68530343E+06  0.92699084E+02  0.36536564E+06 
 0.58871455E+04  0.68533148E+06  0.91344155E+02  0.43133797E+06 
 0.59871455E+04  0.68536103E+06  0.89842009E+02  0.50387732E+06 
 0.60871455E+04  0.68537470E+06  0.88784644E+02  0.54858604E+06 
 0.61871455E+04  0.68537107E+06  0.88274094E+02  0.56031927E+06 
 0.62871455E+04  0.68536718E+06  0.87719658E+02  0.57304435E+06 
 0.63871455E+04  0.68536296E+06  0.87113157E+02  0.58694455E+06 
 0.64871455E+04  0.68535838E+06  0.86443900E+02  0.60225914E+06 
 0.65871455E+04  0.68535334E+06  0.85697533E+02  0.61930882E+06 
 0.66871455E+04  0.68534773E+06  0.84854158E+02  0.63853743E+06 
 0.67871455E+04  0.68534141E+06  0.83885059E+02  0.66058436E+06 
 0.68871455E+04  0.68533415E+06  0.82746586E+02  0.68641942E+06 
 0.69871455E+04  0.68532557E+06  0.81367638E+02  0.71761864E+06 
 0.70726439E+04  0.68527061E+06  0.81266589E+02  0.83224447E+06 
 0.71726439E+04  0.68522307E+06  0.82119238E+02  0.94709220E+06 
 0.72726439E+04  0.68520419E+06  0.82526060E+02  0.10019182E+07 
 0.73726439E+04  0.68519276E+06  0.82795027E+02  0.10381754E+07 
 0.74726439E+04  0.68518470E+06  0.82996171E+02  0.10652949E+07 
 0.75726439E+04  0.68517855E+06  0.83156871E+02  0.10869643E+07 
 0.76726439E+04  0.68517360E+06  0.83290689E+02  0.11050109E+07 
 0.77726439E+04  0.68516949E+06  0.83405339E+02  0.11204737E+07 
 0.78726439E+04  0.68516598E+06  0.83505626E+02  0.11340006E+07 
 0.79726439E+04  0.68516294E+06  0.83594751E+02  0.11460227E+07 
 0.80401784E+04  0.68506547E+06  0.68676655E+02  0.12847381E+07 
 0.79956169E+04  0.68493389E+06  0.53750073E+02  0.14512962E+07 
 0.79907139E+04  0.68483389E+06  0.53703491E+02  0.14853829E+07 
 0.79856477E+04  0.68473389E+06  0.53654646E+02  0.15211465E+07 
 0.79804042E+04  0.68463389E+06  0.53603305E+02  0.15587605E+07 
 0.79749673E+04  0.68453389E+06  0.53549198E+02  0.15984268E+07 
 0.79693183E+04  0.68443389E+06  0.53492008E+02  0.16403826E+07 
 0.79634355E+04  0.68433389E+06  0.53431358E+02  0.16849082E+07 
 0.79572933E+04  0.68423389E+06  0.53366800E+02  0.17323391E+07 
 0.79508615E+04  0.68413389E+06  0.53297792E+02  0.17830811E+07 
 0.79441039E+04  0.68403389E+06  0.53223670E+02  0.18376312E+07 
 0.79378710E+04  0.68393591E+06  0.88184442E+02  0.18779792E+07 
 0.48512697E+04  0.68596110E+06  0.10001000E+03  0.00000000E+00 
 0.49512697E+04  0.68595420E+06  0.99905558E+02  0.40587767E+05 
 0.50512697E+04  0.68595100E+06  0.99208175E+02  0.99334056E+05 
 0.51512697E+04  0.68595181E+06  0.98427117E+02  0.13893276E+06 
 0.52512697E+04  0.68595265E+06  0.97597132E+02  0.18080598E+06 
 0.53512697E+04  0.68595352E+06  0.96711984E+02  0.22523102E+06 
 0.54512697E+04  0.68595441E+06  0.95764180E+02  0.27253916E+06 
 0.55512697E+04  0.68595534E+06  0.94744619E+02  0.32313072E+06 
 0.56512697E+04  0.68595630E+06  0.93642099E+02  0.37749562E+06 
 0.57512697E+04  0.68595731E+06  0.92442621E+02  0.43624233E+06 
 0.58512697E+04  0.68595836E+06  0.91128386E+02  0.50013951E+06 
 0.59512697E+04  0.68595947E+06  0.89676294E+02  0.57017761E+06 
